rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,great music,I loved the dvd!!!!,[],B07GQR2ZZ8,B07GQR2ZZ8,AGIF4RXMGYGGOETIN7H7SHI2HTGA,1553972310633,0,True
5.0,QUALITY ACTING,NO THANK YOU,[],B077MT7MM3,B077MT7MM3,AES7KKTN2JRDCH5T4H3O5HU7XZZQ,1541618077481,0,True
5.0,Love these movies,Two great movies,[],B008R65XYC,B008R65XYC,AF4XAUOI5XPGWHCPOTORKBIJSRDA,1633674453766,0,False
5.0,Five Stars,Great movie and great quality,[],B001HN6918,B001HN6918,AERX7K5IE767MVLOYBUNPUXDTGJQ,1438966662000,0,True
5.0,Five Stars,My daughter and I love it. It awesome !!!,[],B005UG542S,B005UG542S,AGJXTLEOLLTIX5AAGFPBZ7CNNVOQ,1409067628000,0,True
5.0,Five Stars,My daughter and I love those movies it very awesome !!,[],B002RVCD6O,B002RVCD6O,AGJXTLEOLLTIX5AAGFPBZ7CNNVOQ,1409067594000,0,True
5.0,funny movie!,Lots of action and funny scenes!,[],B00T57EOK6,B00T57EOK6,AHORTSSMI6ZZFUFWMPT4UFR2ISUQ,1468683684000,0,True
4.0,Great For a Nostalgia Trip!,Grew up watching the Brady Bunch; brought back great memories!,[],B00004YA6Z,B00004YA6Z,AF3HNAQK2URNEBAZQCRZGSPBU5FQ,1663702928073,0,True
5.0,Hooray For UNEDITED DVD Releases!!,"I can't really review this particular set yet, because it has not been released. I will make comments based on the previous sets I've purchased. Just like many others viewers of L.H., I was disappointed that Lionsgate did not plan to release the last 3 seasons on Blu-ray. However, I want to state this; I would rather have this show in its UNEDITED form on DVD than not have it at all. Yes, there are some differences in the Blu-ray and DVD qualities, especially the bigger screen you have. As for me, I would rather get to watch scenes from this show that I have not seen since the original broadcasts in the 70's and 80's. If Lionsgate had released L.H. ONLY in DVD form, but with all scenes intact, I would have bought every set. Compared to the former Imavision releases on DVD, there is no comparison. When I watch the recent released DVDs, I feel like I am watching a new show, because so many scenes were restored and added back in! Tvshowsondvd.com just released the new about Season 8 a few days ago, and this set will include the movie The Last Farewell and one other movie. I'm looking forward to getting it; I've been well-pleased with the other seven DVD seasons, so I don't expect to be disappointed with this one!",[],B017RR78TY,B017RR78TY,AF3HNAQK2URNEBAZQCRZGSPBU5FQ,1448735264000,9,False
5.0,To trust in yourself.,The movie teach kids about believing in theirself.,[],B09CGPYVGP,B09CGPYVGP,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1653766493111,0,True
5.0,Five Stars,ok.,[],B002MZAZ2O,B002MZAZ2O,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1527769663760,0,True
5.0,Five Stars,Excellent movie.,[],B06XY77N5N,B06XY77N5N,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1517923615798,0,True
1.0,One Star,bad.,[],B073C69MRG,B073C69MRG,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1517923595977,1,True
5.0,Five Stars,Excellent movie.,[],B075XKW6P8,B075XKW6P8,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1517491300883,0,True
5.0,Five Stars,good.,[],B00CRWJ7VC,B00CRWJ7VC,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1517491248809,0,True
5.0,Five Stars,Excellent movie.,[],B074HGDRM6,B074HGDRM6,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1510946580359,0,True
5.0,Five Stars,Excelent.,[],B009MY8AZ2,B009MY8AZ2,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1510946554906,0,True
5.0,Five Stars,Excelent movie.,[],B01N1P9MYW,B01N1P9MYW,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1498489928957,0,True
5.0,Five Stars,Excelent.,[],B01LYQ4RH6,B01LYQ4RH6,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1498489909801,0,True
5.0,Five Stars,Excelent.,[],B00RL9WRAE,B00RL9WRAE,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1498489889897,0,True
5.0,Five Stars,Excelent.,[],B0721LC831,B0721LC831,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1498489877382,2,True
5.0,Five Stars,Good.,[],B01MS8J0ZS,B01MS8J0ZS,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1498489860620,1,True
3.0,Three Stars,Fair movie.,[],B01N1ZTN0J,B01N1ZTN0J,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1498489834403,0,True
5.0,Five Stars,ok.,[],B002XXRI84,B002XXRI84,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1493942277000,0,True
5.0,Pretty good.,Action movie. Pretty good.,[],B01MTDODDT,B01MTDODDT,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1493942265000,0,True
5.0,Five Stars,Good.,[],B01MSYI5FP,B01MSYI5FP,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1490051007000,0,True
5.0,Five Stars,Ecellent.,[],B01AIW6QKW,B01AIW6QKW,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1486251917000,0,True
5.0,Five Stars,Love the movie. Great action.,[],B01MDMGUMY,B01MDMGUMY,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1486251886000,0,True
5.0,Five Stars,Excellent.,[],B01MEDH81W,B01MEDH81W,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1486251863000,0,True
5.0,Five Stars,Great movie.,[],B01MDTS4VZ,B01MDTS4VZ,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1486251842000,0,True
2.0,Two Stars,Boring.,[],B00Y1EFKH4,B00Y1EFKH4,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1486251827000,0,True
5.0,Five Stars,Nice picture.,[],B00WG1DDFU,B00WG1DDFU,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1486251752000,0,True
5.0,Five Stars,Movie is good. Action and thriller.,[],B0162LLCA2,B0162LLCA2,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1477880802000,0,True
5.0,Great story lines,I have been watching this on Public television and like it enough that I wanted to see more episodes.  It is a great cast of characters and the story lines catch your attention and keep you watching.  There is some humor added in too. It is a nice change from the same old shows in the US,[],B076DZ6HVL,B076DZ6HVL,AFZR3DMRF5KW3WM6LVZ6SGSBGQXQ,1615300627672,1,True
5.0,Best of the season,This show has the one of the best for this season.  The constant changing of direction of the show is what keeps us coming back.  The weekly cliff hangers also kept you interested.  Makes you think what it would be like in your own hometown.  I would definitely recommend this.,[],B00DAHSY58,B00DAHSY58,AFZR3DMRF5KW3WM6LVZ6SGSBGQXQ,1379103534000,0,False
2.0,Not worth the rental fee,"Poor plot, unappealing characters, American leads ... stopped watching 1/4 way into movie.  Poorly done.",[],B0B5YVFWT8,B0B5YVFWT8,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1670091168252,0,True
1.0,"Poorly done (decent cast, poor plot, erratic story line and not very nice characters)","Truly poor - shallow, poorly developed & unlikeable characters who didn’t seem to even like each other.  A bride who showed zero concern for her missing groom-to-be throughout the entire movie.  Poor script, weak plot and over-the-top acting.  This is drivel & a waste of time to watch.  I've read many 'cosy mysteries' and this movie tries to bring one to the screen, but the entire plot is poorly developed and the characters are unreal.  For example, one character goes from making love to her old boyfriend who soon afterwards pushes her off a cliff allegedly because she had previously broken up their relationship.  Not even soap opera good.",[],B07483M8T9,B07483M8T9,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1551495211803,3,True
5.0,Must watch Holmesian drama,"Great period drama.  Engaging characters, intriguing plot, fiendish opponents, fabulous actors!  Can't wait for season two!",[],B014ZUZQCM,B014ZUZQCM,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1469682334000,0,True
5.0,Five Stars,"Beautiful scenery, great characters, quirky cantankerous lead detective & decent mysteries make for a great series!",[],B0172Q3466,B0172Q3466,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1459281301000,0,True
5.0,Attention grabbing missing person mystery!,"Well done, interesting mystery that focuses on the ongoing effects and repercussions of tragedy on the family involved.  Liked the extended format.  Several characters were pretty annoying, but it was well acted and a really solid story.",[],B00TZ9KDFE,B00TZ9KDFE,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1442444232000,0,True
5.0,Heart warming family drama,A lovely movie about a mom who goes to great lengths to maintain a lie to protect and care for her son.  Very well done!  Wonderful cast!  Storyline deals with a real life issue for many families.,[],B008Y6OYFY,B008Y6OYFY,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1439419466000,0,True
5.0,Wonderfully Done Period Drama,"Excellent WWI story about honor and love and societal expectations and destructive relationships and the toll they take on lives.  This was extremely well written, had a superb cast and was wonderfully produced.  Very well done all around.  I developed a whole new respect for Benedict Cumberbatch.  He's quite the actor!",[],B00F2C2U2W,B00F2C2U2W,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1433784104000,0,True
4.0,"Classic Austin, Beautifully Depicted","Great story, wonderful period costumes and social drama, excellent cast and and beautiful scenery.  How could you go wrong?",[],B0083IJKUW,B0083IJKUW,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1430341027000,0,True
3.0,"Dark Comedy, Exceptionally Good Cast","Interesting story of the inheritance of an interest in a glorious Paris apartment with a sitting tenant with a lifetime lease and a totally hard luck guy just trying to get his hands on what he feels is overdue to him!  It's a bit dark, and even occasionally quite depressing, but does lift out of that to a satisfying conclusion.  Kevin Kline is wonderfully irreverent and can even be quite horrible when he wants to be! Very good cast!  Tip of the hat to Maggie Smith and Kristin Scott Thomas.",[],B00S65W70M,B00S65W70M,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1429474266000,1,True
5.0,Charming!,Loved all the special effects!  Will definitely watch Avatar 2.,[],B003LFLOOW,B003LFLOOW,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1429474148000,1,True
3.0,Decent Police Procedural set in Beautiful Yorkshire,Stories are good.  Sometimes Tompkinson's acting is a bit over the top.  Not sure why they pair him with such an insubordinate DC.,[],B00L23V6V6,B00L23V6V6,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1429474087000,1,True
3.0,Episodes are good. Tompkinson's acting is often overdone,Episodes are good.  Tompkinson's acting is often overdone.  Like his new DC.,[],B00NM7TLLW,B00NM7TLLW,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1429474054000,0,True
5.0,Really enjoyed Season 1 and didn't know how they would do ...,"Really enjoyed Season 1 and didn't know how they would do Season 2 (seeming to have wrapped everything up), but Season 2 was great!  The writers did wonderful job reintroducing the earlier unsolved missing and possibly murdered girls mystery; and the Season 1 murder trial and all the ramifications of prosecution and defense strategies and trial testimony were very engrossing!  This is very well written, well cast and well acted!  Can't wait for Season 3, and I hope they can keep the momentum up for a few more years!",[],B00TREUVIG,B00TREUVIG,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1429473906000,1,True
5.0,All the actors were excellent. Scenery is very beautiful but almost the entire ...,Really enjoyable movie!  All the actors were excellent.  Scenery is very beautiful but almost the entire movie takes place in one village.  I thoroughly enjoyed The Hundred Foot Journey as I have all of Lasse Halstrom's movies!,[],B00QGKVB4W,B00QGKVB4W,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1427400288000,0,True
5.0,Great drama series - unpredictable ending,"Really enjoyed watching the first season of Broadchurch ... which I did in one sitting.  Couldn't wait to watch the next episode.  The cast was really good, plenty of drama and even the small town vigilantism was plausible.  I think this series was well written and acted and can't wait to see if there will be a Season 2 and how they would move on from the ending.  This series reminded me of the American series, The Killing.  Very believable storyline.",[],B00EE3FVSU,B00EE3FVSU,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1391092520000,2,True
4.0,Small town policing - blurred ethical lines!,"Well written gritty police series set in beautiful scenic western Ireland.  Story lines deal with corruption, deal-making, insidious city crime in a small town, arson, drug smuggling and family conflicts.  Watched two series ... wish there were more.  Good acting, great locales, slight romance, plenty of conflict and lots more room for more episodes.",[],B004RZQ990,B004RZQ990,AGFWIDDE6JBJ5UPX7EZTSZELRCPQ,1388072512000,1,False
5.0,Classic,This is a modern Christmas classic,[],B000AGTPUK,B000AGTPUK,AHNAOQRKXEQI7U7FBGHAWLZGHECQ,1613707902153,0,True
5.0,You will not be disappointed!!!,"A must watch!!!!! Billy Bob Thornton was fantastic!!! Actually everyone was but I love him!!! A fair warning, watch early because I totally wasted my Saturday binge watching!! I am telling everyone about it!!",[],B01J4SRJFW,B01J4SRJFW,AFUZ3HSONK4B6QP62HWG3IQSA3IQ,1479233395000,0,True
5.0,very enjoyable movie!,I am a large dog lover so of course I did enjoy  this movie.,[],B09KC1KYZX,B09KC1KYZX,AEQLRIQLBPN4UUHV3L5FDRZOAL2A,1670890803146,0,True
4.0,really enjoyed this British style show,really enjoyed this British  style show.  I was glad to realize that there was not so much cursing as some of the shows.  really loved Bill Nighy,[],B00OOKXTFU,B00OOKXTFU,AG7QDTQYHFOIXFWSVUUBZOEIW2NA,1445223036000,0,True
1.0,Love them both,I just love Johnny and Michelle but this was not such a great movie. Trailers were the best part. sorry,[],B008QE9XD2,B008QE9XD2,AG7QDTQYHFOIXFWSVUUBZOEIW2NA,1392248597000,1,True
3.0,Inaccurate Information. I turned it off.,"I watched it until I heard the first inaccurate fact. He mentioned about needing 20% down to buy a home and an excellent credit score. This is just not true.<br /><br />FHA is 3.5% with a score of 620 or better or even a 580 score is possible. Conventional as low as 3 to 5%.<br /><br />In California, there are down payment assistance programs that offer 1.5% down payment or less with a typical credit score of 660.<br /><br />Once I heard the first inaccuracy, I could not watch any further. Yes there is homelessness. But gather the facts first.",[],B07ZDKF48M,B07ZDKF48M,AGUJA7GM3CHZGZTQORVA4V7TO6HQ,1575348473358,1,True
4.0,It all worked out,"I can not do a product review because I have not received it . I bought this product 3 weeks ago and today I received it, I’m very glad and sorry for not being patient. I would give it a five but it was along time get to me.",[],B01M9ICDOV,B01M9ICDOV,AGPBYMEVZKTYSCLNSN4YDADOIIKQ,1576856804031,0,True
5.0,Very happy.,Love it.,[],B005M9VSLY,B005M9VSLY,AGPBYMEVZKTYSCLNSN4YDADOIIKQ,1443918574000,0,True
5.0,So Much Fun!,I love Richard he makes exercising so much fun!! It is just enjoyable to watch and dance to keep fit. Love it! Love it! And I hate to exercise!,[],B001U2QEP2,B001U2QEP2,AGPNK4LAUX7FV5LKFYB4NCZN32PQ,1363656400000,0,True
5.0,Loved It!,I don't understand why I need to go on and on about a product. The idea that I gave it 5 stars should be enough. My daughter loved the movie and found it to be fun.while it was nothing like the first one she still loved it. She is 35 years old not a child and she still loved it!!,[],B004P7CNJK,B004P7CNJK,AGPNK4LAUX7FV5LKFYB4NCZN32PQ,1363655689000,0,True
5.0,worth watching over AND over,Great movie,[],B0000549B0,B0000549B0,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,1571162403006,0,True
5.0,Five Stars,Good movie.,[],B0007TKNM4,B0007TKNM4,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,1512670027059,0,True
3.0,Just as described,Just as described,[],0792838408,0792838408,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,1413215028000,0,True
5.0,Just as described,Just as described,[],630587493X,630587493X,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,1413215019000,1,True
4.0,Just as described,Just as described,[],B00079HZOS,B00079HZOS,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,1413214926000,0,True
5.0,What a man!,Very good and interesting,[],B07WW27SK4,B07WW27SK4,AG2BJOE43JDTA64QMYS6WLUS37WA,1573171809269,1,True
5.0,Enjoyed it,Good Book.,[],B004EPYZRG,B004EPYZRG,AEVQ3KP55X4XECXWMHN6DHIDBYFQ,1406804381000,0,True
5.0,a must see,Great movie,[],B00005JNC2,B00005JNC2,AEVQ3KP55X4XECXWMHN6DHIDBYFQ,1406164426000,0,True
5.0,Awesome movie,"Awesome movie ,Emma Stone is funny carefree and whimsical I love her as an actress and she is one of the most amazing actress is ever.",[],B0036TGSIK,B0036TGSIK,AEVQ3KP55X4XECXWMHN6DHIDBYFQ,1402372194000,0,True
5.0,love story,Saw it on a date & fell in love with the movie.  Both Freddie Prinze Jr. & Julia Stiles were great in the movie great chemistry..,[],6305907110,6305907110,AEVQ3KP55X4XECXWMHN6DHIDBYFQ,1400527387000,0,True
5.0,Love this movie,Total classic Bette Midler movie enjoyed every moment of it! Dennis Farina was great in the movie too. Great movie to watch anytime.,[],0783226772,0783226772,AEVQ3KP55X4XECXWMHN6DHIDBYFQ,1400527224000,1,True
5.0,Great movie!,A great horrible movie. I enjoyed it regardless of what all those pansy trumptards boohoo babies say.,[],B07LGQ9ZCJ,B07LGQ9ZCJ,AHCAXVBOOT6J4GU6M2CETQIXF7KA,1573265519606,0,True
4.0,Important Movie with Historical Significance; Highly Recommended,"Not many movies come along these days that I can recommend without any hesitation.  This is one.  Based on a true story, which I always find interesting, it tells of the women; particularly the black women who performed much of the complicated math involved in getting our astronauts out into space and back again safely.  It shows the struggles they went through for acceptance.  You NEED this movie in your collection, if for no other reason than to help complete your knowledge of unknown or little known history.  As usual, with true stories, there were some liberties taken with the facts, but for the most part the story is true.  I only knocked off one star from a 5-star rating due to the fact that even though it was very entertaining, it wasn't one of those movies that if you didn't see it you would be missing out on something incredible.  A wonderful movie that I highly recommend, but not an incredible one; very close to it, though.  A 5+ rating for the historical significance.",[],B01LTI1RHG,B01LTI1RHG,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1486242739000,1,False
2.0,"Boring, Mediocre Musical, Good Romance","This is one of the most boring movies I have ever watched.  It has some decent music and dance numbers, but nothing that memorable.  It's basically a romance and about trying to succeed.  Positive themes, but not that entertaining.  Maybe people thought this was good since we haven't had any good musicals in a long time.  The acting was okay too.  Not much to say negative against the movie, but it probably would be most interesting to14 year old girls.  There isn't much of a plot and not much to hold your interest.  It is a good movie for your young teens or even kids, as it is a good wholesome movie.  Just too boring for me and I often like a good romantic movie sometimes and I like good musicals too.  There just wants anything magic about this movie.",[],B01LTI1WA8,B01LTI1WA8,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1486242078000,12,False
5.0,"Wonderful Music & A Gritty, Hard Life Story","One of the best things about this movie is the really good music it has, especially the vocals by a singer I never heard of before this movie.  Her name is Marideth Sisco, a homely, white-haired, rotund lady with the voice of an angel.  Hearing her singing in this movie makes it worth watching for that alone.  Other artists also contributed to the movie and they are all good.  I won't repeat the plot, which other reviewers have covered.  The biggest criticism I have seen is that this is an unfair portrayal of rural country people.  Yes and no.  I am sure there are people who are as scary and nasty as these in the country, but they are few and far between.  Just like anywhere, there are good and bad people in the country, just as in the city.  This is an entertainment movie; not a documentary.  The biggest problem I have with the movie is that the actress who plays 17-year-old Ree Dolly (Jennifer Lawrence) in the movie seems a little too fresh faced and clean for the role.  Given the responsibility she has in the movie, you would expect her to show more signs of fatigue and despair, even at 17.  And some dirt; she is always just too clean looking.  She does a good job in the role and perhaps the contrast between her purity and courage and the roughness, cowardliness and cruelty of those around her is one of the main points of the movie.  This is NOT a ""must see"" movie and is a little uncomfortable to watch at times, as some of the characters are pretty rough types.  For example, ""Teardrop"", the brother-in-law of the main character, sniffs cocaine several times during the movie.  Overall I stayed interested in seeing what was going to happen and the ending was somewhat satisfying.  If you don't want to watch the movie, buy the music soundtrack.  4 stars for the movie; 5 stars for the soundtrack.",[],B003EYVXTG,B003EYVXTG,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1288541755000,0,False
2.0,Good Ideas Don't Always Make Great Entertainment,"Three generations of Hispanic women (Grandmother, mother and daughter) struggle through their relationships with men and sexual encounters in a small town.  The grandmother, having lost her husband a long time ago craves the attention of her gardener who helps her learn to drive. The mother, divorced, struggles with her feelings toward men and how intimate and involved she dares to get (and with whom).  The daughter is just starting out with her sexual feelings and has her first sexual union.  The ideas presented here seem to transcend race or culture and could apply fully to any women; not just Hispanic women.  The movie is bold and explores territory that makes one think about how men and women relate to each other sexually in a way that not many movies do.  Sex is so casual in many movies; here it is taken seriously and not lightly.  I would say it was thoughtful and thought-provoking movie.  A couple of the scenes seemed unnecessarily long and a little uncomfortable to watch (the grandmother bathing and the mother pleasuring herself with a toy, even though you only see her face, so it's not that explicit).  The primary problem with the movie is that it just isn't very entertaining and it plods along so slowly.  It's a very boring movie and that's a shame, because it could have been an important movie, if it had been done a bit differently.  It's a good exploration of the human condition, even though very poorly done.",[],B001BEK8JM,B001BEK8JM,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1270532210000,1,False
5.0,Better Than I Could Have Ever Hoped For,"I wasn't expecting much from this movie, but I was really blown away by it.  It's a wonderful family movie for all ages.  The music, while not quite my cup of tea, is actually quite good.  Clean, wholesome fun by kids who are driven to make some music and win a competition.  No raunchy stuff and no toilet talk by oversexed teens.  It's a quality teen movie for a change, rather than the tripe that Hollywood often puts out.  There is some ""formula"" and predictable things, but there are also a few surprises.<br />It has a few mildly comic moments, but I wouldn't call it a funny movie.<br />Overall ranked next to other excellent movies, it's probably not a 5-star movie, but I rated it that way as it is excellent in the high school teen movie category.  I have never seen anything as good in this category.  Lots of fun and very satisfying overall.  Just so you know, I am a 62 year old man and I enjoyed the movie a great deal, but I think kids as young as 12 will like this movie and there isn't anything inappropriate for that age.  Wish they made more movies like this.",[],B0021L8UT4,B0021L8UT4,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1270186234000,4,False
1.0,Could Have Been a Whole Lot Better,"Who were they trying to reach with this movie?  There are a lot of movies made these days that appeal to both kids and adults and many succeed in that.  This is NOT one of them, if that's what they were trying to accomplish.  For the most part I don't see this as appealing to kids or adults.  The ""wild"" creatures were somewhat interesting at times, but sort of a cross between frightening, freaky and comic.  There are too many problems with this movie.  Bratty kid trying to get attention runs away after biting his mother, jumps in a boat and just happens upon an island with strange creatures.  He isn't the least bit curious about or afraid of these creatures who are 5 times his size and who initially want to eat him?  Give me a break.  When he leaves, again in the boat, he is able to find his way home without any problem.  How?  There is no logic to this movie.  They should leave this kind of movie to the Disney people who probably could have done a much better job with the story.  Too many holes in the story.  Nothing is resolved.  The only thing I found interesting was the music, but the music didn't seem to go with the movie. There were a couple of things in the movie that I thought were totally inappropriate for children; one was when one of the creatures knocks down two owls, mid-flight with rocks.  The creature then says, ""They like it when I do that"".  She picks up the stunned owls and puts one under each arm.  Apparently they are not injured.  In another scene one creature rips the arm off another.  While it is not too gruesome, it's a stupid, unnecessary scene.  The music and the movie were both totally weird.  This is a freaky, niche movie that probably won't do very well over time.  Not recommended to anyone.  Hard to believe that some people actually thought this was a good movie.  It could have been much better with some serious tweaking, as it had all the elements that could have made it great.  It's just that they didn't know how to put them together correctly.  I haven't read the book, but I am sure it was delightful in comparison to this mess.",[],B001HN699A,B001HN699A,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1268091147000,11,False
1.0,LOUSY,"Potentially could have been a great film, but the shaky hand-held camera work made it difficult to watch.  The second major problem was that most of the action in the film was in almost complete darkness.  It was so dark that you could barely make out anything.  What a waste of film.  You would have thought after they shot a roll or so of film, they would have realized it was just too dark and would have re-shot that portion and used more light in future shooting.  Nope.  It never gets any lighter.  Could have been a great horror film if you could have seen what was happening.  Also the ending was so ambiguous that it was impossible to figure out what actually happened.  A complete and total waste of time.  Not even as good as Blair Witch Project, which I hated.  The costumes, the actors and the locale were all great, but totally wasted.",[],B002IW8V04,B002IW8V04,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1265151930000,4,False
5.0,Brilliant - Not the Same Old Stuff,"This is not light, fluffy happy Christmas fare.  Holidays for many are lonely, depressing and sad.  This movie brilliantly portrays that sadness and loneliness in a very realistic and believable way.  So who wants to watch a depressing Christmas movie?  The hopelessness and lack of joy turns into hope and joy when people do the right thing and do little random acts of kindness, even when it doesn't seem like it makes any difference.  Amazingly both in this movie and in real life, just a little kindness often goes a long way to change hardened hearts and sad, lonely people.  The movie works because it truly demonstrates that there is still a lot of hope, even for those who seem to lost all hope.  Superb casting, especially Stephen Baldwin.  Truly uplifting, even though not a bright and cheery movie.  I got a lump in my throat at the end.  It's not a dramatic ending; just a quiet and pleasant ending.  Sometimes it is nice to have everything all wrapped up in a nice pleasant package at the end of a movie.  You won't get there here, but the movie wouldn't work well if it was done that way.  Instead, you just kind of instinctively know that the people who had lost their way, are going to be okay now.  They will be okay because strangers cared enough to give then just a little of their time and attention and do the right thing.",[],B000VZADOM,B000VZADOM,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1259648618000,2,False
5.0,Can Ron Howard Make a Bad Movie?,"Everything Ron Howard touches seems to turn into gold.  I can't recall him making a bad movie.  Frost/Nixon is probably one of his better efforts.  A top cast, good writing and a superb director (Howard), makes this a movie you won't want to miss.  Frank Langella as Nixon does a fantastic job.  Instead of trying to impersonate Nixon, Langella BECOMES Nixon.  It was the right choice.  There have been so many bad and comic impressions of Nixon.  If Langella had tried to do that, the movie probably would have failed.  Instead of trying to look and sound like Nixon, he gets into Nixon's heart and soul.",[],B001TH92N4,B001TH92N4,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1241071960000,0,False
4.0,"Slow & plodding, but worth it for the ending","It's hard to say much about this movie without spoiling it for someone who hasn't seen it.  It does seem to move a bit slow for the first hour or so and has flashbacks that you don't quite understand.  It all becomes clear by the end.  It's not exactly a surprise ending, but perhaps not quite what you would expect either.  The last 1/2 hour is worth sitting through the first hour or so.  Most of the movies I have seen Will Smith in are much lighter fare.  Even Pursuit of Happyness was somewhat lighter than this movie.  Smith pulls it off extremely well and shows he can do darker, more serious roles with the same expertise at comedic ones.  He has really developed as a serious actor, pulling away from some of his sillier roles.  Rosario Dawson is superb as well.  The casting and the acting is a solid 5 stars.  This is not a movie to watch when you are down and depressed, but is one to renew your faith in the goodness of some people and how much they are willing to give to others.<br />It's a hard movie to recommend because one can't be quite sure how others will react to it.  It has a bittersweet ending; you are sad, but at the same time uplifted.  The movie didn't make me cry, but it really should have.  For pure entertainment value, it was slightly lacking, which is why I rated it 4 stars instead of 5.",[],B001QERPAC,B001QERPAC,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1241071133000,0,False
5.0,A good movie for the whole family,"I was afraid I might be disappointed in this movie, but it turned out to be really worthwhile.  I have no children, but as an adult I enjoyed this very much.  It doesn't have quite as many ""side jokes"" for adults as something like Shrek, but there are still a few very funny moments.  The animation is very good.  I watched in on computer screen and the picture was extremely clear.  Animation has come a long way through the years and this is just about as good as it gets.  The soundtrack is nice, the choice of voices is excellent.  I got a real hoot out of Carol Burnett as the voice of the cranky kangaroo.  Of course it helps if you know her work. Jim Carey was outstanding as the voice of Horton.  Not a boring moment in the movie and something that an entire family can enjoy. Even the teens will probably like this one.  Reluctantly give it 5 stars, as it is more like a 4 1/2 star, but wanted to offset some of the lower reviews.",[],B001DPHDCY,B001DPHDCY,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1231613542000,0,False
5.0,Enjoyed This Much More Than I Ever Expected,"I never expected to enjoy this concert as much as I did.  This is a very high energy concert with Selena dancing and singing for around 50 minutes.  She never stops moving for the entire concert and it is never boring. I was worried when she came out singing in English at the start, but the remainder of the songs after the first medley are in Spanish.  I don't know much Spanish, but her singing is the best in Spanish, even though she does very well in English too.  Anyone who likes good popular music should enjoy this concert.  The DVD also has a nice feature that is quite interesting on the making of the movie about Selena's life.  I have seen the movie and it wasn't overly impressive, but this feature shows how much effort went into that movie and how much they tried to keep it as authentic as possible.  A really nice bonus would have been to include the movie too, make it a 2-volume set or even a 3-volume by including the CD soundtrack of the concert. In any case, this DVD is a must for Selena fans, but would easily be enjoyed by those who have never heard of Selena.  Very well filmed too for a live concert.",[],B0000AINIZ,B0000AINIZ,AFAIJYOUO3NAWLBDIKTQSC3DASWA,1230096168000,0,False
